com.google.protobuf:protobufjava:3.11.3,https://developers.google.com/protocolbuffers/protobufjava/,3-Clause BSD License ,,YES
com.google.protobuf:protobufjavautil:3.11.3,https://developers.google.com/protocolbuffers/protobufjavautil/,3-Clause BSD License ,,YES
com.google.android:annotations:4.1.1.4,http://source.android.com/,Apache 2.0 ,,YES
com.google.code.gson:gson:2.8.6,https://github.com/google/gson/gson,Apache 2.0 ,,YES
com.google.errorprone:error_prone_annotations:2.3.3,http://nexus.sonatype.org/ossrepositoryhosting.html/error_prone_parent/error_prone_annotations,Apache 2.0 ,,YES
io.grpc:grpcapi:1.25.0,https://github.com/grpc/grpcjava,Apache 2.0 ,,YES
io.grpc:grpccontext:1.25.0,https://github.com/grpc/grpcjava,Apache 2.0 ,,YES
io.grpc:grpccore:1.25.0,https://github.com/grpc/grpcjava,Apache 2.0 ,,YES
io.grpc:grpcnetty:1.25.0,https://github.com/grpc/grpcjava,Apache 2.0 ,,YES
io.grpc:grpcprotobuf:1.25.0,https://github.com/grpc/grpcjava,Apache 2.0 ,,YES
io.grpc:grpcprotobuflite:1.25.0,https://github.com/grpc/grpcjava,Apache 2.0 ,,YES
io.grpc:grpcstub:1.25.0,https://github.com/grpc/grpcjava,Apache 2.0 ,,YES
io.perfmark:perfmarkapi:0.19.0,https://github.com/perfmark/perfmark,Apache 2.0 ,,YES
com.vaadin.external.google:androidjson:0.0.20131108.vaadin1,http://developer.android.com/sdk,Apache License 2.0 ,,YES
jakarta.validation:jakarta.validationapi:2.0.1,http://beanvalidation.org,Apache License 2.0 ,,YES
org.hibernate.validator:hibernatevalidator:6.0.17.Final,http://hibernate.org/validator/hibernatevalidator,Apache License 2.0 ,,YES
com.google.guava:guava:29.0jre,https://github.com/google/guava/guava,Apache License Version 2.0 ,,YES
commonscodec:commonscodec:1.13,https://commons.apache.org/proper/commonscodec/,Apache License Version 2.0 ,,YES
io.netty:nettybuffer:4.1.42.Final,https://netty.io/nettybuffer/,Apache License Version 2.0 ,,YES
io.netty:nettycodec:4.1.42.Final,https://netty.io/nettycodec/,Apache License Version 2.0 ,,YES
io.netty:nettycodechttp:4.1.42.Final,https://netty.io/nettycodechttp/,Apache License Version 2.0 ,,YES
io.netty:nettycodechttp2:4.1.42.Final,https://netty.io/nettycodechttp2/,Apache License Version 2.0 ,,YES
io.netty:nettycodecsocks:4.1.42.Final,https://netty.io/nettycodecsocks/,Apache License Version 2.0 ,,YES
io.netty:nettycommon:4.1.42.Final,https://netty.io/nettycommon/,Apache License Version 2.0 ,,YES
io.netty:nettyhandler:4.1.42.Final,https://netty.io/nettyhandler/,Apache License Version 2.0 ,,YES
io.netty:nettyhandlerproxy:4.1.42.Final,https://netty.io/nettyhandlerproxy/,Apache License Version 2.0 ,,YES
io.netty:nettyresolver:4.1.42.Final,https://netty.io/nettyresolver/,Apache License Version 2.0 ,,YES
io.netty:nettytransport:4.1.42.Final,https://netty.io/nettytransport/,Apache License Version 2.0 ,,YES
io.opentracing.contrib:opentracingtracerresolver:0.1.8,https://github.com/opentracingcontrib/javatracerresolver/opentracingtracerresolver,Apache License Version 2.0 ,,YES
net.bytebuddy:bytebuddy:1.10.1,https://bytebuddy.net/bytebuddy,Apache License Version 2.0 ,,YES
net.bytebuddy:bytebuddyagent:1.10.1,https://bytebuddy.net/bytebuddyagent,Apache License Version 2.0 ,,YES
org.apache.commons:commonslang3:3.11,https://commons.apache.org/proper/commonslang/,Apache License Version 2.0 ,,YES
org.apache.httpcomponents:httpclient:4.5.10,http://hc.apache.org/httpcomponentsclient,Apache License Version 2.0 ,,YES
org.apache.httpcomponents:httpcore:4.4.12,http://hc.apache.org/httpcomponentscorega,Apache License Version 2.0 ,,YES
org.apache.logging.log4j:log4japi:2.12.1,https://logging.apache.org/log4j/2.x/log4japi/,Apache License Version 2.0 ,,YES
org.apache.logging.log4j:log4jcore:2.12.1,https://logging.apache.org/log4j/2.x/log4jcore/,Apache License Version 2.0 ,,YES
org.apache.logging.log4j:log4jjul:2.12.1,https://logging.apache.org/log4j/2.x/log4jjul/,Apache License Version 2.0 ,,YES
org.apache.logging.log4j:log4jslf4jimpl:2.12.1,https://logging.apache.org/log4j/2.x/log4jslf4jimpl/,Apache License Version 2.0 ,,YES
org.apache.tomcat.embed:tomcatembedcore:9.0.27,https://tomcat.apache.org/,Apache License Version 2.0 ,,YES
org.apache.tomcat.embed:tomcatembedel:9.0.27,https://tomcat.apache.org/,Apache License Version 2.0 ,,YES
org.apache.tomcat.embed:tomcatembedwebsocket:9.0.27,https://tomcat.apache.org/,Apache License Version 2.0 ,,YES
org.assertj:assertjcore:3.13.2,http://assertj.org/assertjcore,Apache License Version 2.0 ,,YES
org.springframework:springaop:5.2.0.RELEASE,https://github.com/springprojects/springframework,Apache License Version 2.0 ,,YES
org.springframework:springbeans:5.2.0.RELEASE,https://github.com/springprojects/springframework,Apache License Version 2.0 ,,YES
org.springframework:springcontext:5.2.0.RELEASE,https://github.com/springprojects/springframework,Apache License Version 2.0 ,,YES
org.springframework:springcore:5.2.0.RELEASE,https://github.com/springprojects/springframework,Apache License Version 2.0 ,,YES
org.springframework:springexpression:5.2.0.RELEASE,https://github.com/springprojects/springframework,Apache License Version 2.0 ,,YES
org.springframework:springjcl:5.2.0.RELEASE,https://github.com/springprojects/springframework,Apache License Version 2.0 ,,YES
org.springframework:springtest:5.2.0.RELEASE,https://github.com/springprojects/springframework,Apache License Version 2.0 ,,YES
